192	2574
124	2486
194	2630
254	2509
314	2467
358	2390
409	2565
324	2318
280	2219
418	2244
497	2425
369	2894
404	2820
419	2946
496	2653
528	2288
487	2958
528	2893
556	3044
508	2725
582	2627
635	2806
538	2422
572	2365
616	2570
642	2386
667	2545
744	2781
702	2337
668	2499
662	1670
633	1592
647	1757
798	1660
749	2606
673	1808
648	1891
770	1785
683	1479
746	1479
690	2225
802	2395
742	2167
819	2169
750	2685
861	2871
765	1411
818	1528
805	2518
763	2667
841	2656
855	1405
911	1836
782	3008
907	3055
841	1608
883	2338
930	2520
885	1467
833	2056
885	2245
900	1619
904	1320
904	2864
948	2373
989	1498
991	2183
919	1676
986	1300
1010	1768
957	2582
962	2572
961	1213
1013	1162
1080	2526
971	1088
1017	1024
1090	1369
1074	1499
967	2043
1057	2177
1090	1848
1059	1168
1057	1025
1043	2783
1106	2805
1096	1080
1127	2085
1166	2294
1131	1216
1126	1595
1078	3101
1087	2980
1152	3130
1128	1327
1173	1854
1164	1105
1157	2741
1123	2928
1109	2377
1205	2486
1184	2962
1187	1685
1239	1380
1171	1191
1172	2598
1263	2776
1162	2546
1202	1074
1229	2270
1289	1251
1191	1791
1243	1916
1205	3029
1250	2946
1283	1642
1274	1057
1298	2529
1213	3116
1258	3118
1305	1344
1270	2018
1298	2867
1314	3058
1314	2728
1304	2053
1346	1088
1323	1665
1392	1202
1272	2641
1415	2503
1401	2917
1288	2114
1446	2057
1350	1362
1398	2702
1430	3038
1320	2253
1437	2379
1410	1604
1340	1744
1475	1841
1414	963
1473	1242
1397	1555
1528	1441
1408	819
1439	776
1446	932
1501	1640
1512	2588
1455	2989
1520	3114
1528	2327
1512	714
1478	932
1482	1996
1507	2133
1598	2993
1469	2694
1539	2774
1541	1187
1475	1310
1447	1920
1548	1800
1534	998
1628	1934
1485	2186
1620	2135
1632	2577
1643	1483
1541	2278
1612	2397
1504	1114
1580	993
1633	2664
1596	2868
1566	1186
1649	2203
1678	1081
1619	891
1623	2947
1706	2807
1628	3055
1740	2319
1654	2508
1751	830
1710	2045
1750	2946
1627	660
1712	696
1773	3073
1646	2592
1684	1361
1678	1616
1714	2628
1734	2228
1768	2467
1766	1075
1693	1629
1678	1940
1735	1860
1796	1312
1758	1590
1755	1730
1701	2719
1812	2853
1707	529
1786	425
1731	670
1817	2094
1714	1811
1818	2603
1873	1894
1809	878
1847	1739
1785	959
1809	1162
1799	351
1881	513
1888	331
1881	840
1879	1208
1864	2802
1856	2476
1919	2699
1911	1636
1903	1863
1856	1573
1901	1488
1994	2354
1867	3059
1945	2968
1945	3132
1955	2040
2013	1074
1909	1259
1980	450
1889	820
1931	256
1951	751
2016	1904
2016	1363
1909	2116
1921	2203
2036	1580
1965	2710
1959	2248
1937	253
2038	325
1981	751
2063	2005
1957	2273
2063	2145
2012	447
2032	663
2055	827
2084	2388
1997	1024
2070	943
2043	375
2064	478
2162	1108
2130	1381
2114	550
2104	420
2136	803
2059	1882
2064	1767
2123	1934
2133	979
2154	2310
2120	2433
2100	2725
2154	2649
2109	2769
2112	2927
2175	2998
2216	534
2261	1983
2170	1278
2196	1494
2133	1605
2195	1568
2184	741
2208	949
2270	2585
2174	1219
2311	1032
2265	1290
2321	2993
2280	1647
2299	987
2220	436
2264	577
2317	375
2343	1872
2270	2070
2405	597
2304	2125
2402	1527
2321	1772
2406	902
2300	2290
2325	2326
2342	1046
2363	323
2317	2573
2392	2456
2430	2687
2410	1901
2374	2970
2400	2879
2466	3016
2387	1469
2422	1364
2436	2455
2437	1544
2474	555
2435	709
2452	815
2555	983
2520	1236
2501	820
2461	2853
2481	2768
2518	2928
2464	1144
2551	1076
