1	2	112
1	3	57
1	4	90
2	533	90
3	531	140
4	5	74
4	532	131
5	6	89
5	7	137
6	8	80
6	11	144
7	15	124
7	526	93
8	9	109
8	10	120
9	529	69
10	16	119
10	528	92
11	23	42
12	13	82
12	14	73
12	530	134
13	527	117
14	17	70
15	20	73
15	21	90
16	24	89
17	18	77
17	19	111
18	22	138
18	523	76
19	525	77
20	523	103
21	25	67
22	28	112
23	24	67
23	25	168
24	26	74
25	27	57
26	29	78
26	30	116
27	30	47
27	35	103
28	45	97
28	46	148
29	41	113
29	42	116
31	32	84
31	33	89
31	34	137
32	39	124
33	36	58
34	38	129
34	56	68
35	49	105
35	50	63
36	37	87
36	38	100
37	522	125
38	53	150
39	40	63
40	47	71
40	48	88
41	43	78
42	49	124
42	57	100
43	44	78
43	521	67
44	60	114
44	61	101
45	50	23
46	54	159
46	64	44
47	52	91
48	56	84
48	59	91
49	58	126
50	51	79
51	71	138
52	59	69
52	63	99
53	70	121
53	518	68
54	55	134
54	524	87
55	520	76
56	62	61
57	61	94
57	65	74
58	72	62
59	66	109
60	519	70
61	67	123
62	66	151
62	68	61
63	69	85
64	85	161
65	517	74
66	79	86
67	80	143
67	81	67
68	70	130
69	73	91
69	78	125
70	82	114
71	72	12
72	75	127
73	74	73
74	76	86
74	83	47
75	108	85
76	77	79
77	84	41
78	79	131
78	95	57
79	91	110
80	516	157
81	88	116
81	89	160
82	96	84
82	516	77
83	87	96
83	90	87
84	87	68
85	86	67
86	98	82
86	99	125
87	97	73
88	122	158
89	100	101
89	110	68
90	95	112
90	105	48
91	103	109
92	93	122
92	94	80
92	520	114
93	99	64
94	119	63
95	104	124
96	112	66
96	113	94
97	105	87
97	109	50
98	106	144
98	107	112
99	102	70
100	101	146
100	517	94
101	108	74
101	118	103
102	114	71
102	115	68
103	112	107
103	116	106
104	121	76
105	111	133
106	108	53
107	123	98
107	125	71
109	117	74
110	138	93
111	121	95
111	129	115
113	122	106
114	119	88
115	123	93
115	124	129
116	128	47
117	127	79
118	130	115
118	131	120
119	120	46
120	124	83
121	135	49
122	126	49
123	132	115
124	137	118
125	130	97
125	136	88
126	133	64
126	134	143
127	129	123
127	143	143
128	140	107
128	141	81
129	144	91
131	139	126
131	151	129
132	152	90
133	138	143
134	157	71
134	158	98
135	163	136
136	160	72
137	152	56
137	153	118
138	139	172
139	154	105
140	145	51
140	150	98
141	142	167
142	164	84
142	165	84
143	149	45
144	162	88
144	163	69
145	146	174
146	163	142
146	171	123
147	148	54
147	149	120
148	155	96
149	156	32
150	515	133
151	160	115
151	170	121
152	159	144
153	184	124
154	172	51
154	173	110
155	190	128
156	166	87
157	164	84
157	167	159
158	168	58
158	169	114
159	182	53
159	184	69
160	161	107
161	176	145
161	177	110
162	174	82
162	178	26
165	514	130
166	174	120
166	175	47
167	201	51
168	172	108
169	179	74
169	188	128
170	186	73
170	193	21
171	194	129
171	195	138
172	179	132
173	185	150
173	186	119
175	180	132
175	181	110
176	193	74
177	182	84
177	183	126
178	180	154
179	197	89
180	199	89
181	187	146
182	189	128
183	206	89
183	207	116
184	192	147
185	513	116
186	198	122
187	191	140
187	215	76
188	201	110
188	211	118
189	512	52
190	191	93
191	210	33
192	232	96
193	196	77
194	203	123
195	200	20
195	515	47
196	206	92
196	213	107
197	511	74
198	225	89
199	217	118
199	218	98
200	204	76
200	205	119
201	202	99
202	212	54
202	214	143
203	510	67
204	229	100
205	212	91
205	216	93
207	224	73
207	512	68
208	209	131
208	210	144
209	219	76
209	220	130
211	244	95
212	514	40
213	225	133
213	226	140
214	228	44
214	235	168
215	217	85
215	222	82
216	227	122
216	228	137
218	223	84
219	221	92
220	238	118
221	238	151
221	240	87
222	239	22
223	236	190
223	237	60
224	226	117
225	231	185
226	247	48
227	229	84
227	246	137
228	242	121
229	230	97
230	243	170
231	253	90
231	258	97
232	233	120
232	234	107
233	509	47
234	508	46
235	244	89
235	252	114
236	259	53
236	263	153
237	243	150
237	510	68
238	255	33
239	241	93
240	249	7
241	251	30
242	268	49
243	264	116
244	245	88
245	248	59
245	511	116
246	283	101
247	274	136
248	253	26
248	254	147
249	250	125
250	261	51
251	256	102
251	257	107
252	270	93
253	513	117
254	506	123
255	261	79
255	262	61
256	265	140
257	260	117
257	267	85
258	272	105
258	273	58
259	260	110
260	271	73
261	266	76
262	265	88
262	266	71
263	288	112
263	289	168
264	281	111
264	282	131
265	279	104
267	285	79
267	286	163
268	269	116
268	270	83
269	505	99
270	280	147
271	286	81
272	304	148
273	504	135
274	275	94
274	276	45
275	287	133
275	504	92
276	503	135
277	278	95
277	503	24
277	509	126
278	291	147
278	507	120
279	294	99
279	295	65
280	297	139
280	298	88
281	288	60
281	290	96
282	284	75
283	284	73
283	505	92
284	292	117
285	502	56
286	293	99
287	308	49
289	293	47
289	306	35
290	501	72
291	312	58
292	301	172
292	302	132
293	303	137
294	296	115
295	299	143
295	502	128
296	307	70
297	302	103
297	311	74
298	300	65
298	506	100
299	319	81
299	320	116
300	500	59
301	315	60
301	318	39
303	321	99
303	322	170
304	305	44
304	500	109
305	309	147
306	328	157
307	499	99
308	309	139
308	310	161
309	317	45
310	326	96
311	335	98
312	313	95
312	314	103
313	325	67
314	327	103
314	330	53
315	316	111
316	323	162
316	501	103
317	498	141
318	346	121
319	331	48
319	332	155
320	497	64
321	324	50
321	497	47
322	329	94
322	345	83
323	328	108
323	339	92
324	496	78
325	326	88
325	327	95
326	334	77
327	338	67
328	329	111
329	341	131
330	495	149
331	333	123
332	358	129
332	359	126
333	340	99
333	499	104
334	349	66
335	336	56
335	337	69
336	493	32
337	350	96
337	351	60
338	365	73
339	341	91
339	357	80
340	490	84
341	375	40
342	343	140
342	344	114
342	492	42
343	361	51
343	370	147
344	352	118
344	353	127
345	364	121
345	367	106
346	347	79
346	348	68
347	372	116
348	356	54
349	354	133
349	355	75
350	372	87
351	360	116
351	361	103
352	362	50
353	399	175
354	363	145
355	383	92
356	369	55
356	374	145
357	368	49
357	376	76
358	381	66
358	489	110
359	364	117
359	496	73
360	373	79
360	380	143
362	363	37
362	498	44
363	371	152
364	378	64
365	366	146
366	386	69
366	494	87
367	391	80
368	369	90
369	377	97
370	397	40
371	384	152
371	390	122
372	373	43
373	379	121
374	379	95
375	488	118
376	403	131
377	487	133
378	382	110
379	387	133
380	387	146
380	398	86
381	388	134
381	389	69
382	391	55
382	393	113
383	384	108
383	385	144
384	400	64
385	386	35
386	396	112
387	412	85
388	415	121
389	395	98
389	401	63
390	409	109
390	410	107
391	392	108
392	408	54
392	488	82
393	394	118
393	417	79
394	395	91
395	406	51
396	431	116
397	398	122
397	399	28
398	407	114
399	402	59
400	430	112
401	415	73
401	416	38
402	407	133
402	411	103
403	404	51
403	405	171
404	413	135
404	414	93
405	423	109
405	428	69
406	416	59
408	413	63
408	418	84
409	411	93
410	486	117
411	421	128
412	422	112
412	425	27
413	424	133
414	428	90
415	420	85
416	419	132
417	426	123
417	427	51
418	435	72
419	426	62
419	440	125
420	484	87
421	481	60
422	423	80
422	487	112
424	443	127
424	445	55
425	433	88
426	439	76
427	435	127
427	436	126
428	437	47
429	430	47
429	431	121
430	432	103
431	434	155
432	478	162
432	485	67
433	450	75
434	479	58
435	438	161
436	447	125
436	448	118
437	443	77
437	444	106
438	445	62
438	449	100
439	457	137
440	453	76
441	442	151
441	480	77
442	450	71
442	452	125
444	451	167
445	446	91
446	460	92
447	457	88
447	458	69
448	449	83
449	455	96
450	451	117
451	456	63
452	456	93
453	454	122
453	483	59
454	457	105
454	463	110
455	461	91
455	468	81
456	459	72
458	464	78
458	465	72
459	475	65
459	477	132
460	461	104
460	462	47
461	469	122
462	466	134
462	467	80
463	471	93
464	468	113
465	471	114
466	477	75
467	476	118
468	470	123
469	474	58
470	473	51
470	474	68
471	472	149
472	473	107
475	476	83
478	479	88
480	482	81
481	482	78
483	484	84
485	486	88
489	491	45
490	491	27
492	493	131
494	495	123
507	508	120
518	519	100
521	522	117
524	525	93
526	527	84
528	529	47
530	531	64
532	533	48
