1	2	82
1	3	101
1	4	135
2	229	98
3	228	131
4	16	57
4	17	106
5	6	72
5	7	65
5	8	151
6	226	106
7	224	126
8	24	51
9	10	66
9	11	65
9	229	73
10	221	112
11	20	78
12	13	148
12	14	150
12	221	55
13	15	130
13	225	124
14	21	102
15	23	134
15	24	143
16	220	74
17	20	49
17	22	130
18	19	91
18	219	93
18	227	62
19	218	81
20	21	81
21	26	65
22	27	136
22	28	136
23	29	108
24	25	80
25	30	105
25	31	136
26	34	60
27	38	85
28	40	81
28	43	75
29	32	55
29	33	121
30	47	120
31	36	68
32	34	107
33	41	88
33	49	105
34	35	63
35	40	70
35	41	90
36	37	111
36	222	117
37	44	92
37	45	58
38	39	57
38	217	95
39	42	132
39	43	126
42	55	75
43	46	63
44	215	100
45	211	99
46	52	80
47	48	105
47	216	57
48	49	145
48	51	110
49	50	70
50	65	114
51	68	61
52	53	83
52	54	66
53	57	86
54	209	112
55	56	103
55	57	54
56	208	103
57	58	58
58	205	103
59	60	93
59	61	29
59	212	130
60	73	64
62	63	154
62	64	57
62	210	54
63	203	56
64	202	112
65	66	122
65	67	38
66	71	66
66	76	117
67	68	149
68	69	72
69	77	106
70	71	91
70	72	42
70	209	78
72	82	140
73	74	122
73	75	85
74	80	87
75	201	106
76	88	51
77	78	173
77	79	140
78	94	111
78	200	98
79	85	116
79	203	134
80	81	106
80	202	64
81	100	88
82	83	130
82	84	131
83	91	109
84	98	164
84	99	151
85	104	87
86	87	85
86	204	76
86	206	174
87	91	118
87	92	73
88	89	113
88	90	119
89	200	46
90	99	51
91	93	130
92	114	100
93	98	62
93	110	81
94	106	124
94	107	113
95	96	143
95	97	33
95	201	152
96	111	88
96	198	83
99	103	49
100	101	108
100	102	92
101	104	92
102	108	67
102	109	102
103	119	142
104	105	66
105	112	68
105	113	68
106	199	100
107	112	81
107	117	70
108	198	107
109	129	163
110	116	42
110	118	98
111	123	85
113	197	172
114	115	100
114	116	113
115	126	90
117	196	100
118	121	71
118	122	162
119	120	118
119	199	91
120	133	120
121	131	72
122	128	101
122	135	131
123	124	130
123	125	88
124	129	78
124	134	121
125	195	106
126	127	105
126	128	84
127	194	89
129	130	77
130	145	144
131	132	80
131	133	135
132	189	118
133	136	138
134	148	149
135	147	54
135	189	58
136	151	155
136	152	118
137	138	85
137	139	180
137	196	109
138	156	107
139	144	7
139	153	135
140	141	84
140	142	84
140	195	60
141	188	49
142	148	92
142	149	62
143	144	137
143	145	114
143	197	129
144	154	172
145	146	137
146	165	92
147	186	175
148	150	148
149	155	59
149	187	62
150	159	135
150	160	126
151	172	169
152	185	34
153	156	97
153	158	73
154	165	110
155	160	95
156	157	103
157	161	63
158	163	81
159	180	143
159	182	111
160	164	106
161	162	76
161	163	135
162	170	107
163	169	84
164	183	65
165	166	87
166	181	163
167	168	191
167	186	55
167	190	68
168	179	55
169	178	80
170	171	79
170	184	57
171	174	179
171	177	85
172	173	127
172	179	137
173	176	135
174	175	131
175	176	39
177	178	132
180	181	65
182	183	129
184	185	132
187	188	70
190	193	102
191	192	81
191	194	147
192	193	117
204	205	117
206	207	80
210	211	42
212	214	79
213	214	84
213	215	141
217	218	112
219	220	90
222	223	81
225	226	56
227	228	40
