123	683
77	750
125	583
247	736
157	1465
94	1432
147	1529
306	1442
167	881
124	930
228	902
184	1082
204	1228
318	1016
324	1278
286	695
304	825
296	468
351	396
300	873
362	924
410	750
424	1189
351	1418
424	1449
425	908
423	615
543	776
475	1094
494	1371
479	1573
458	1042
593	1072
477	937
536	915
477	1640
548	1725
490	564
537	596
568	853
591	985
643	518
583	713
505	1806
604	1713
644	728
585	1293
688	1276
678	1132
731	1087
787	1323
714	691
693	611
773	720
715	499
770	412
745	543
802	545
775	2050
833	1978
792	2073
793	1707
864	1571
837	1742
841	1116
906	1013
855	1151
843	1299
912	1316
888	869
870	958
928	857
893	1957
979	1871
928	2034
1022	1011
1001	1372
1137	1266
1041	1506
1003	1788
1105	1761
1040	773
1047	644
1163	817
1156	1516
1051	411
1122	456
1069	1029
1090	1140
1181	991
1129	573
1188	425
1252	615
1247	1252
1158	2129
1261	2030
1167	2160
1246	676
1219	957
1184	1723
1245	1635
1251	1786
1262	979
1238	1544
1278	1492
1302	1141
1298	1352
1224	1847
1352	1794
1313	563
1348	2029
1266	1426
1341	1515
1287	412
1360	344
1300	524
1367	1347
1408	585
1403	987
1464	887
1441	647
1533	483
1432	2039
1512	1937
1470	2118
1447	321
1470	219
1480	398
1501	1860
1563	1815
1504	680
1550	615
1552	806
1615	1999
1663	497
1687	830
1567	1363
1610	1290
1700	1484
1581	2232
1561	2313
1664	2223
1609	1591
1701	1490
1646	1698
1771	1753
1705	464
1679	2133
1701	2272
1822	2095
1796	720
1726	941
1765	1366
1825	1609
1759	2274
1716	1283
1766	1194
1837	1360
1944	2039
1837	2220
1828	1189
1877	1131
1896	1305
1932	2267
1854	1715
1935	1745
1868	308
1998	447
1979	1307
1921	1034
1999	1040
1933	622
2010	722
2123	911
2167	788
2138	763
2027	1120
2035	1251
1997	501
2031	1926
2046	1863
2006	2131
1996	2259
1881	994
1754	960
1820	333
1665	2322
1599	2343
1650	553
1874	241
1647	83
1727	91
1828	150
1512	141
1557	2178
1460	1381
1482	1613
1257	1948
1375	1073
1083	1185
1009	2101
948	1756
913	1544
996	463
880	478
935	282
859	260
789	311
832	815
740	1703
702	1719
646	2048
506	2028
573	2078
550	1895
550	1249
479	470
428	371
335	552
280	622
151	1038
369	1685
295	1653
205	1640
99	1293
60	1332
236	455
206	481
154	810
