110	842
60	798
170	777
118	861
157	894
127	975
177	1043
247	865
176	718
217	692
95	1155
236	1018
201	2036
160	1950
223	2137
304	1963
204	1272
153	1389
302	1307
210	1729
188	1652
251	1858
302	1714
251	579
259	715
195	2184
266	2152
225	2338
220	2452
286	2318
235	1440
280	1563
283	901
355	1130
279	1870
361	644
352	1809
411	1575
343	907
296	2543
388	2408
442	2568
377	1291
396	1987
456	770
409	1056
361	1747
502	1892
394	1272
360	2375
423	2261
388	585
443	1677
368	498
509	419
430	1437
476	597
429	2423
520	1286
521	1021
445	1607
556	2357
476	2492
532	2657
503	1717
519	1575
450	2157
547	2082
468	2213
475	778
595	2311
493	849
549	718
614	563
589	2469
486	1969
569	1835
550	1400
560	1240
600	1109
690	2098
672	721
591	1836
653	1779
735	2336
679	1101
717	614
624	1562
676	1469
682	1665
652	1422
747	1365
778	1757
766	1492
792	971
720	1191
775	1676
742	2037
700	2156
790	546
736	653
709	1225
837	1193
734	2495
758	2457
758	2582
771	2293
811	672
889	2066
792	1387
863	2591
803	1428
830	1597
866	2276
833	823
895	1061
843	1341
887	560
825	718
962	1581
949	845
923	1122
914	1381
955	2525
902	2215
978	2394
933	526
921	1943
896	1414
1005	2199
953	1373
1002	1141
947	448
1054	525
1014	1269
1072	1461
992	2600
960	1881
982	1879
1015	1670
1040	2350
1036	1803
1065	1976
1025	1099
1041	1203
1000	2088
1036	2265
1119	1649
1164	1806
1039	990
1188	1059
1114	2380
1110	1217
1196	2000
1180	1460
1100	446
1166	432
1203	2316
1205	2507
1199	1578
1226	1718
1222	1409
1250	1617
1236	2198
1288	2343
1310	2407
1213	1292
1247	1257
1220	1800
1287	1866
1240	1704
1255	2124
1327	2271
1352	1738
1324	1250
1358	1547
1263	1987
1302	2019
1276	472
1325	412
1300	507
1362	1850
1412	1940
1396	2432
1410	1153
1370	1325
1445	2207
1364	1462
1440	1598
1347	1043
1457	1148
1412	1412
1483	1449
1540	1933
1423	624
1413	691
1504	553
1440	734
1530	740
1469	2086
1502	2227
1480	1699
1485	1703
1528	1813
1567	1678
1552	2183
1530	2282
1653	569
1511	2402
1525	2416
1613	2551
1584	2389
1548	1941
1554	2062
1632	1936
1579	2086
1699	2254
1689	2039
1602	798
1686	703
1598	857
1599	2608
1736	2600
1631	1462
1680	1382
1664	1568
1683	1890
1643	983
1718	1011
1645	1619
1750	1766
1813	1586
1730	2055
1697	2361
1747	2502
1756	2197
1711	597
1831	524
1835	927
1745	1126
1791	2544
1864	1775
1764	1344
1797	1247
1871	1443
1768	1165
1876	1144
1864	2464
1883	1224
1819	1615
1892	1484
1824	2203
1848	2153
1853	2278
1891	864
1867	990
1945	2094
1896	1797
1981	1284
1996	1453
1873	1903
1999	1809
1924	2332
1943	2422
2069	2256
2003	2492
2022	2126
1956	771
1939	667
2043	787
2091	1238
2005	1397
2073	1526
2014	613
2086	705
2119	2030
2079	2206
2141	877
2062	2500
2099	2448
2111	2564
2130	2346
2220	2185
2187	708
2132	1127
2147	1344
2165	2495
2119	2619
2112	1957
2201	1909
2229	2100
2247	2492
2166	1493
2204	1517
2199	966
2316	1033
2198	1788
2287	1959
2299	1468
2271	1656
2255	2256
2299	2041
2346	2355
2278	2544
2254	1752
2331	1881
2378	1591
2414	2517
2290	1356
2394	2068
2305	1116
2435	1029
2399	2391
2408	1592
2453	1968
2494	2112
2508	2352
2401	786
2502	697
2475	857
2404	1259
2520	1265
2466	1541
2503	1683
2558	2476
2546	766
2504	971
2568	611
2587	1041
2561	1178
2595	1377
2637	2525
2576	2006
2617	1925
2599	2073
2584	1519
2645	1627
2639	1018
2654	2112
2698	1914
2714	1898
2717	1975
2698	2221
2643	2326
2827	2205
2702	677
2715	676
2719	1778
2789	1900
2790	550
2818	775
2789	1757
2731	2472
2826	2493
2800	474
2937	570
2803	2099
2904	2066
2889	2290
2865	863
2922	883
2886	2371
2974	2396
3015	2233
3010	736
2973	953
3127	760
3025	2150
3086	2277
3128	2098
3036	463
3134	396
3109	603
3041	966
3145	850
3149	1072
3059	2353
3167	2394
3114	1729
3104	1644
3191	1822
3177	671
3138	2010
3172	2135
3186	1980
3217	875
3186	1157
3257	997
3287	2319
3245	2479
3169	1525
3136	1435
3198	1536
3293	2122
3244	648
3136	1282
3255	1153
3191	1936
3288	2028
3201	1364
3293	1436
3291	784
3243	1859
3313	1753
3250	1889
3281	562
3330	1940
3257	486
3354	430
3354	985
3357	557
3316	2098
3354	2227
3315	2454
3351	2354
3461	2481
3430	2093
3317	2309
3428	2344
3380	922
3490	1102
3406	1250
3488	1169
3441	1320
3416	1915
3461	1837
3482	2024
3421	1715
3452	1580
3445	2236
3492	2403
3472	2191
3434	595
3434	660
3529	548
3527	1544
3547	1859
3542	2484
3463	861
3451	798
3601	890
3566	2250
3592	2050
3486	730
3540	719
3488	330
3451	231
3576	303
3593	1226
3630	1025
3537	2389
3596	1570
3556	474
3644	662
3667	2173
3648	352
3711	1941
3711	1205
3667	1304
3727	1508
3612	1648
3601	1816
3715	1908
3613	756
3656	713
3653	815
3640	865
3704	910
3697	629
3759	308
3715	762
3797	2147
3740	1156
3733	1247
3792	734
3831	1858
3754	1467
3761	1560
3852	1117
3863	1422
3785	251
3856	393
3731	1626
3836	1619
3770	1679
3780	1776
3832	1821
3864	1883
3919	1753
3878	1635
3845	751
3923	897
3897	716
3900	979
3928	1204
3933	304
3885	490
3857	1296
3932	1254
3934	1469
3920	1962
3958	1876
3877	600
3916	563
3931	1559
3923	1699
3961	739
3903	976
4024	1009
4001	584
3988	1799
4008	855
4017	1621
4003	1150
4002	1309
4057	330
4020	1416
4070	659
4107	1816
4034	864
4089	1434
4101	659
4073	1166
4091	1260
4149	1107
4148	619
4196	771
4130	1592
4162	1504
4154	1641
4156	1783
4231	1788
4176	1498
4171	862
4228	932
4225	1385
4257	1558
4296	739
4263	932
4256	1328
4297	1328
4257	1120
4311	1017
4350	1209
4253	1608
4335	1536
4273	589
4283	595
4353	1279
4367	1449
4318	1684
4374	1607
4388	1287
4336	847
4344	774
4196	1292
4267	524
4240	258
4280	364
4279	466
4169	248
4162	989
3962	1940
3914	230
3868	215
3788	2011
3819	2117
3814	592
3776	896
3591	1767
3677	1371
3642	435
3575	207
3534	170
3477	181
3525	1407
3418	418
3286	697
3378	1434
3315	1227
3111	1573
2968	609
2913	407
3002	1766
2871	1718
3030	1917
2949	1882
2873	1919
2651	2360
2811	916
2751	946
2663	1718
2615	746
2564	1865
2564	1784
2385	1195
2330	2284
2207	2644
2174	1078
2344	783
2281	747
2054	1906
1934	2026
1901	1108
1862	1743
2019	523
1958	482
1697	2640
1580	1074
1347	881
1341	906
1465	471
1382	398
1216	1191
1183	2604
1142	2654
1082	2648
1010	382
934	1857
721	1995
501	948
634	2640
607	484
225	2496
380	2123
199	2296
295	514
184	1433
71	940
105	688
50	713
