1	2	67
1	3	89
1	4	21
2	631	86
3	9	60
4	5	52
5	6	87
5	8	95
6	7	85
6	629	67
7	11	139
7	12	65
8	25	151
8	33	51
9	10	49
9	630	78
10	24	119
10	25	48
11	17	160
12	33	127
12	34	164
13	14	96
13	15	104
13	16	127
14	22	130
15	26	55
15	27	46
16	35	97
16	44	96
17	18	128
17	19	105
18	628	54
19	31	149
19	43	77
20	21	81
20	22	136
20	23	94
21	32	129
22	35	31
23	47	68
24	627	79
25	36	125
26	626	113
27	625	118
28	29	115
28	30	65
28	626	50
29	624	45
30	50	94
31	32	131
31	628	52
32	38	132
33	39	61
34	46	92
34	49	148
35	37	96
36	45	158
36	52	65
37	47	63
37	48	172
38	56	140
38	61	47
39	45	178
39	46	163
40	41	164
40	42	149
40	624	86
41	50	44
41	58	44
42	63	84
42	64	127
43	49	26
43	56	156
44	76	92
45	70	21
46	60	118
47	53	108
48	76	79
48	77	88
49	59	127
50	51	131
51	69	66
52	54	90
52	57	89
53	61	71
53	65	73
54	55	162
54	627	75
57	73	142
57	74	143
58	62	144
58	63	84
59	78	118
59	79	61
60	80	119
60	621	76
61	66	81
62	71	61
63	75	116
64	622	104
65	77	136
66	88	106
67	68	123
67	69	59
67	625	78
68	76	129
68	81	144
69	71	161
70	72	74
70	73	96
71	85	143
72	621	100
73	82	124
74	87	115
74	623	80
75	104	148
77	83	23
78	91	105
79	80	137
80	86	80
81	98	81
81	99	59
82	101	94
83	84	85
84	90	118
84	93	127
85	105	124
85	107	57
86	95	173
86	96	99
87	100	100
87	101	44
88	89	107
88	90	119
89	91	53
89	94	93
90	97	94
91	92	111
92	102	146
92	110	51
93	97	82
94	112	74
94	113	123
95	115	154
95	116	137
96	102	36
96	103	118
97	113	97
98	109	150
98	620	47
99	107	155
100	118	99
101	108	78
103	117	149
103	122	112
104	105	45
104	106	91
106	111	106
106	622	137
107	114	97
108	118	136
108	119	49
109	125	150
109	128	128
110	112	43
110	117	69
111	124	114
113	120	133
114	125	71
114	126	163
115	119	106
115	121	119
116	122	68
117	123	82
118	127	58
120	136	163
120	140	104
121	150	171
122	132	82
123	129	38
123	131	40
124	126	134
124	137	84
125	130	105
126	141	77
127	133	80
127	134	122
128	138	74
130	146	112
130	147	73
131	135	121
131	136	149
132	144	48
132	145	74
133	618	92
134	156	92
135	145	72
136	155	109
138	139	23
138	619	36
139	142	94
139	143	128
140	142	135
140	148	107
141	147	86
141	152	80
142	149	129
143	146	130
143	154	134
144	150	110
145	153	71
148	160	107
148	161	128
149	169	57
150	151	165
151	614	135
152	158	110
152	159	157
153	167	128
154	177	69
155	160	120
155	162	67
156	157	68
156	618	111
157	179	118
158	164	123
158	165	90
159	166	145
159	615	100
160	163	65
161	169	83
161	171	20
162	167	118
163	171	88
163	176	129
164	172	77
164	173	117
165	166	68
165	173	82
166	184	90
167	168	49
168	175	78
168	614	73
169	170	95
170	177	124
170	182	77
171	174	118
172	178	116
173	187	135
174	202	134
175	185	130
175	186	88
176	188	86
176	189	97
177	178	51
178	183	136
